source,index,point_count,span,mean_spacing,mu1,mu2,mu3,mu4_raw,mu4_gt2,q4_per_core,pair_part_per_core,three_index_part_per_core,reconstruction_relative_error,window_start
Poisson,12,512,510.6184182143847,0.9992532646074065,1.0,2.1548118702675505,5.740000572508645,17.4989426877044,8.755434995888198,1.150464467431825,7.743507691816202,7.604970528456374,0.0,-1
Poisson,13,512,509.4679796704564,0.9970019171633198,1.0,2.1466866709260852,5.716589422191796,17.865764661880014,9.24258110838896,1.53314668205755,7.623183553491058,7.709434426331409,0.0,-1
Poisson,14,512,510.7421470497841,0.9994953954007516,1.0,2.3274001843248433,6.796234389111977,22.557706720963424,12.688840028165735,1.9045249293476552,8.868866692797688,10.78431509881808,0.0,-1
Poisson,15,512,510.53705900613085,0.9990940489356768,1.0,2.094566127964263,5.467172083193588,16.429387860243075,8.112750368251572,1.0763729051592155,7.3166374919915045,7.036377463092356,0.0,-1
Poisson,16,512,511.3710907220898,1.0007262049355965,1.0,2.024032982224905,5.104312375006476,14.90173737730808,7.075146593323011,0.9038123153977053,6.826590783985069,6.171334277925306,0.0,-1
Poisson,17,512,511.43287783906703,1.0008471190588395,1.0,2.096415206932723,5.329056346851933,15.152800495428625,6.815512259650533,0.618724209021116,7.337288235778092,6.196788050629417,0.0,-1
Poisson,18,512,511.0724889319895,1.0001418570097642,1.0,2.111406691437978,5.75629373511525,18.561929879728837,10.136251081146622,1.6820072344314967,7.425678798582214,8.454243846715125,0.0,-1
Poisson,19,512,510.86382259143835,0.9997335080067287,1.0,1.9719916571032472,4.772488657238151,13.226543970558321,5.767604592779179,0.5685077207963278,6.458939377779142,5.199096871982851,0.0,-1
Poisson,20,512,508.93528335771936,0.9959594586256739,1.0,1.854660584627184,4.208733432161273,10.85295738958613,4.127474757229417,0.26158935417988993,5.725482632356713,3.8658854030495275,0.0,-1
Poisson,21,512,510.7498196068558,0.9995104101895417,1.0,2.013200420713031,5.02166714803292,14.347579444304543,6.611481797659936,0.7124659190758208,6.736097646644607,5.899015878584115,0.0,-1
Poisson,22,512,507.8492343557382,0.9938341181129906,1.0,2.033912678305938,5.050969799964339,14.099363897464267,6.223364661555157,0.5493503446489718,6.8759992359091076,5.674014316906185,0.0,-1
